Order_ID,Order_Date,Year,Month,City,Restaurant_Name,Category,Customer_ID,Quantity,Sales_Amount,Discount,Delivery_Fee,Cost_Amount,Profit,Payment_Mode,Order_Status
ZM109367,2022-03-19,2022,March,Hyderabad,BBQ Nation,Biryani,C10367,3,1425,116,85,1180,214,UPI,Delivered
ZM109368,2023-12-15,2023,December,Mumbai,BBQ Nation,South Indian,C10368,1,632,46,59,418,227,UPI,Delivered
ZM109369,2021-07-08,2021,July,Chennai,Burger Point,Pizza,C10369,4,1301,75,22,878,370,Card,Cancelled
ZM109370,2025-09-12,2025,September,Delhi,South Spice,Pizza,C10370,2,2401,59,21,1467,896,UPI,Delivered
ZM109371,2024-12-22,2024,December,Chennai,Pizza Hub,Chinese,C10371,4,926,84,41,746,137,Cash,Delivered
ZM109372,2023-10-10,2023,October,Hyderabad,Roll Factory,BBQ,C10372,4,449,74,55,364,66,Card,Delivered
ZM109373,2025-09-28,2025,September,Bangalore,Pizza Hub,Chinese,C10373,1,1932,171,77,1381,457,UPI,Delivered
ZM109374,2021-09-02,2021,September,Kolkata,Burger Point,Biryani,C10374,2,415,154,73,310,24,Cash,Cancelled
ZM109375,2020-09-15,2020,September,Delhi,South Spice,Rolls,C10375,4,989,162,33,833,27,UPI,Delivered
ZM109376,2025-04-20,2025,April,Delhi,Burger Point,Biryani,C10376,4,1594,131,29,1182,310,UPI,Delivered
ZM109377,2020-05-28,2020,May,Delhi,South Spice,Rolls,C10377,5,1830,121,36,1439,306,Cash,Delivered
ZM109378,2020-04-06,2020,April,Bangalore,Burger Point,Rolls,C10378,3,2218,142,48,1743,381,Card,Delivered
ZM109379,2023-09-30,2023,September,Pune,Roll Factory,Burger,C10379,5,962,55,72,738,241,Cash,Delivered
ZM109380,2023-02-20,2023,February,Kolkata,Chinese Wok,Chinese,C10380,2,1562,155,98,1224,281,Cash,Delivered
ZM109381,2025-03-05,2025,March,Kolkata,Burger Point,South Indian,C10381,5,323,32,67,258,100,Card,Cancelled
ZM109382,2024-07-30,2024,July,Hyderabad,Biryani House,Rolls,C10382,1,246,87,36,153,42,UPI,Delivered
ZM109383,2026-05-10,2026,May,Mumbai,Biryani House,South Indian,C10383,5,2395,56,46,2025,360,Card,Delivered
ZM109384,2023-10-11,2023,October,Delhi,Roll Factory,South Indian,C10384,1,982,38,99,717,326,UPI,Delivered
ZM109385,2024-12-17,2024,December,Bangalore,BBQ Nation,Rolls,C10385,1,1930,171,81,1277,563,Card,Cancelled
ZM109386,2021-03-08,2021,March,Pune,Biryani House,Burger,C10386,1,505,16,72,410,151,UPI,Delivered
ZM109387,2024-08-05,2024,August,Kolkata,Roll Factory,Pizza,C10387,2,211,172,76,161,-46,UPI,Delivered
ZM109388,2021-12-18,2021,December,Kolkata,South Spice,Rolls,C10388,3,1587,198,84,1025,448,Card,Delivered
ZM109389,2020-06-18,2020,June,Hyderabad,Burger Point,Biryani,C10389,2,925,88,70,710,197,Cash,Delivered
ZM109390,2026-01-16,2026,January,Kolkata,Roll Factory,Pizza,C10390,4,1727,7,88,1422,386,UPI,Delivered
ZM109391,2024-12-29,2024,December,Chennai,BBQ Nation,Pizza,C10391,1,1905,53,32,1592,292,Cash,Cancelled
ZM109392,2023-08-28,2023,August,Delhi,Chinese Wok,South Indian,C10392,1,851,92,78,583,254,UPI,Delivered
ZM109393,2024-02-11,2024,February,Pune,Biryani House,Burger,C10393,1,1017,108,68,695,282,Cash,Delivered
ZM109394,2024-02-24,2024,February,Bangalore,Roll Factory,Burger,C10394,5,2012,72,43,1606,377,Card,Delivered
ZM109395,2024-09-08,2024,September,Delhi,South Spice,BBQ,C10395,2,232,3,57,142,144,UPI,Delivered
ZM109396,2024-12-21,2024,December,Kolkata,Pizza Hub,Rolls,C10396,1,754,165,54,594,49,Card,Delivered
ZM109397,2022-07-09,2022,July,Mumbai,Pizza Hub,South Indian,C10397,2,1827,178,56,1196,509,Card,Delivered
ZM109398,2026-03-29,2026,March,Kolkata,BBQ Nation,Pizza,C10398,2,2145,190,67,1554,468,Card,Delivered
ZM109399,2020-06-29,2020,June,Kolkata,South Spice,Chinese,C10399,1,1677,85,99,1087,604,UPI,Delivered
ZM109400,2021-11-12,2021,November,Delhi,Biryani House,South Indian,C10400,3,786,178,22,485,145,Card,Delivered
ZM109401,2021-05-14,2021,May,Pune,Burger Point,Biryani,C10401,2,1320,182,54,842,350,UPI,Delivered
ZM109402,2024-12-04,2024,December,Bangalore,South Spice,Burger,C10402,4,2460,64,91,1550,937,UPI,Delivered
ZM109403,2024-06-19,2024,June,Pune,Pizza Hub,BBQ,C10403,4,1886,174,68,1395,385,Cash,Cancelled
ZM109404,2021-05-04,2021,May,Hyderabad,Roll Factory,South Indian,C10404,2,740,181,51,627,-17,Cash,Cancelled
ZM109405,2022-11-23,2022,November,Delhi,BBQ Nation,BBQ,C10405,4,1045,166,88,779,188,UPI,Cancelled
ZM109406,2025-04-10,2025,April,Pune,Roll Factory,BBQ,C10406,4,1124,119,74,920,159,UPI,Delivered
ZM109407,2020-04-16,2020,April,Mumbai,South Spice,BBQ,C10407,4,943,72,88,750,209,UPI,Delivered
ZM109408,2020-06-22,2020,June,Hyderabad,Chinese Wok,Biryani,C10408,5,2193,197,39,1611,424,Cash,Cancelled
ZM109409,2025-10-10,2025,October,Kolkata,Burger Point,BBQ,C10409,1,1796,185,48,1306,353,Card,Delivered
ZM109410,2025-01-06,2025,January,Bangalore,BBQ Nation,BBQ,C10410,4,309,62,57,227,77,Card,Cancelled
ZM109411,2023-01-29,2023,January,Delhi,Roll Factory,South Indian,C10411,1,661,28,86,473,246,Card,Delivered
ZM109412,2020-12-08,2020,December,Delhi,Pizza Hub,Chinese,C10412,1,1095,113,55,713,324,UPI,Delivered
ZM109413,2024-12-10,2024,December,Hyderabad,Roll Factory,South Indian,C10413,3,1747,81,63,1093,636,UPI,Delivered
ZM109414,2022-08-08,2022,August,Chennai,Biryani House,Chinese,C10414,2,1604,111,37,1340,190,Cash,Delivered
ZM109415,2023-08-25,2023,August,Delhi,BBQ Nation,Pizza,C10415,3,1211,117,48,977,165,Card,Cancelled
ZM109416,2024-04-13,2024,April,Bangalore,Burger Point,Pizza,C10416,1,1198,32,40,820,386,Cash,Delivered
ZM109417,2023-10-29,2023,October,Hyderabad,South Spice,South Indian,C10417,3,273,73,49,227,22,UPI,Cancelled
ZM109418,2026-06-04,2026,June,Bangalore,Burger Point,Rolls,C10418,1,1170,88,77,784,375,Card,Delivered
ZM109419,2020-07-23,2020,July,Hyderabad,Chinese Wok,Rolls,C10419,1,996,122,45,695,224,Card,Delivered
ZM109420,2024-12-06,2024,December,Bangalore,Chinese Wok,BBQ,C10420,4,238,112,93,190,29,UPI,Delivered
ZM109421,2021-01-10,2021,January,Delhi,BBQ Nation,Chinese,C10421,1,514,141,50,369,54,Card,Delivered
ZM109422,2023-04-09,2023,April,Pune,Biryani House,BBQ,C10422,2,1538,75,42,1182,323,UPI,Delivered
ZM109423,2021-07-24,2021,July,Bangalore,BBQ Nation,South Indian,C10423,5,556,190,48,355,59,Cash,Delivered
ZM109424,2022-01-28,2022,January,Pune,Biryani House,South Indian,C10424,1,1309,114,96,1027,264,Card,Cancelled
ZM109425,2022-04-03,2022,April,Hyderabad,BBQ Nation,Burger,C10425,3,2063,32,39,1510,560,Card,Delivered
ZM109426,2023-01-06,2023,January,Hyderabad,BBQ Nation,Pizza,C10426,2,522,118,53,389,68,Card,Delivered
ZM109427,2025-11-07,2025,November,Hyderabad,Chinese Wok,Rolls,C10427,1,329,11,78,209,187,Cash,Cancelled
ZM109428,2024-01-11,2024,January,Pune,Biryani House,BBQ,C10428,5,1686,53,25,1062,596,Cash,Delivered
ZM109429,2023-12-19,2023,December,Pune,South Spice,Burger,C10429,1,821,120,89,588,202,UPI,Delivered
ZM109430,2024-06-24,2024,June,Hyderabad,Roll Factory,Biryani,C10430,1,1977,125,42,1273,621,UPI,Delivered
ZM109431,2025-09-27,2025,September,Mumbai,Burger Point,South Indian,C10431,4,840,83,41,539,259,Card,Delivered
ZM109432,2024-11-28,2024,November,Mumbai,Roll Factory,Pizza,C10432,4,1928,185,79,1526,296,Cash,Cancelled
ZM109433,2026-02-05,2026,February,Bangalore,Pizza Hub,Rolls,C10433,3,1541,190,34,1118,267,UPI,Delivered
ZM109434,2020-03-20,2020,March,Pune,Chinese Wok,Rolls,C10434,3,1879,172,80,1452,335,UPI,Delivered
ZM109435,2024-11-18,2024,November,Pune,Burger Point,Biryani,C10435,2,2410,46,38,2020,382,Cash,Cancelled
ZM109436,2021-07-28,2021,July,Bangalore,BBQ Nation,Burger,C10436,3,1652,23,96,1053,672,Card,Delivered
ZM109437,2023-04-09,2023,April,Kolkata,Burger Point,Pizza,C10437,5,1930,91,99,1561,377,Cash,Cancelled
ZM109438,2023-01-02,2023,January,Chennai,South Spice,Biryani,C10438,2,1300,14,47,860,473,UPI,Cancelled
ZM109439,2021-04-22,2021,April,Kolkata,Biryani House,Rolls,C10439,4,1148,109,33,805,267,Cash,Delivered
ZM109440,2020-02-09,2020,February,Hyderabad,Pizza Hub,Rolls,C10440,3,294,186,68,203,-27,Card,Delivered
ZM109441,2022-11-10,2022,November,Kolkata,Pizza Hub,Burger,C10441,5,2066,56,24,1688,346,Cash,Delivered
ZM109442,2025-02-04,2025,February,Mumbai,Chinese Wok,Rolls,C10442,3,759,57,28,510,220,UPI,Delivered
ZM109443,2020-07-13,2020,July,Delhi,Pizza Hub,Chinese,C10443,2,1965,161,63,1261,606,Card,Cancelled
ZM109444,2021-11-23,2021,November,Delhi,BBQ Nation,Rolls,C10444,4,1446,114,22,1128,226,UPI,Delivered
ZM109445,2020-10-19,2020,October,Chennai,Roll Factory,Rolls,C10445,2,2298,171,43,1662,508,Cash,Delivered
ZM109446,2022-04-25,2022,April,Bangalore,Burger Point,Rolls,C10446,3,1632,44,81,1051,618,Card,Delivered
ZM109447,2021-05-28,2021,May,Bangalore,Pizza Hub,Biryani,C10447,3,1147,188,53,942,70,Card,Delivered
ZM109448,2023-03-26,2023,March,Hyderabad,Biryani House,Chinese,C10448,2,515,16,75,314,260,UPI,Delivered
ZM109449,2024-06-24,2024,June,Bangalore,Burger Point,Biryani,C10449,1,2006,183,56,1361,518,Card,Delivered
ZM109450,2026-01-05,2026,January,Pune,South Spice,Rolls,C10450,1,2362,128,23,1685,572,Cash,Delivered
ZM109451,2025-01-23,2025,January,Chennai,Roll Factory,Pizza,C10451,3,1732,101,64,1154,541,Cash,Delivered
ZM109452,2021-11-09,2021,November,Kolkata,Biryani House,Pizza,C10452,4,2198,139,69,1846,282,UPI,Delivered
ZM109453,2020-07-31,2020,July,Hyderabad,Roll Factory,Biryani,C10453,5,371,168,86,245,44,Card,Delivered
ZM109454,2022-05-22,2022,May,Bangalore,Biryani House,Chinese,C10454,4,889,158,32,665,98,Card,Cancelled
ZM109455,2020-03-12,2020,March,Kolkata,Roll Factory,Pizza,C10455,4,1199,141,81,1009,130,Cash,Delivered
ZM109456,2025-02-26,2025,February,Mumbai,Biryani House,Chinese,C10456,4,208,58,73,132,91,Card,Delivered
ZM109457,2025-06-17,2025,June,Kolkata,South Spice,Chinese,C10457,3,1522,7,39,1223,331,UPI,Delivered
ZM109458,2023-02-14,2023,February,Kolkata,Pizza Hub,Chinese,C10458,3,812,9,37,509,331,Card,Delivered
ZM109459,2024-02-11,2024,February,Chennai,Pizza Hub,Pizza,C10459,4,1825,107,87,1236,569,Cash,Delivered
ZM109460,2022-04-02,2022,April,Bangalore,Roll Factory,South Indian,C10460,4,668,199,91,554,6,Cash,Delivered
ZM109461,2024-01-13,2024,January,Chennai,Pizza Hub,Pizza,C10461,5,644,140,47,496,55,Cash,Delivered
ZM109462,2025-08-30,2025,August,Mumbai,Pizza Hub,Rolls,C10462,2,1397,82,44,1075,284,Card,Delivered
ZM109463,2022-09-04,2022,September,Kolkata,Burger Point,Pizza,C10463,4,1070,161,29,654,284,Cash,Delivered
ZM109464,2025-06-09,2025,June,Bangalore,Roll Factory,South Indian,C10464,3,668,58,97,556,151,Cash,Cancelled
ZM109465,2026-03-26,2026,March,Chennai,Chinese Wok,Biryani,C10465,1,1910,19,35,1238,688,Card,Cancelled
ZM109466,2022-02-19,2022,February,Hyderabad,Roll Factory,Rolls,C10466,2,1122,84,86,744,380,UPI,Delivered
ZM109467,2024-08-20,2024,August,Kolkata,BBQ Nation,BBQ,C10467,5,273,0,71,214,130,Card,Delivered
ZM109468,2025-08-17,2025,August,Chennai,Burger Point,Rolls,C10468,4,1355,140,54,962,307,UPI,Delivered
ZM109469,2021-08-20,2021,August,Chennai,BBQ Nation,BBQ,C10469,2,1897,109,94,1513,369,UPI,Delivered
ZM109470,2022-07-05,2022,July,Hyderabad,BBQ Nation,Biryani,C10470,4,1131,47,32,729,387,Card,Delivered
ZM109471,2026-05-11,2026,May,Delhi,Burger Point,Pizza,C10471,5,1537,153,93,1117,360,UPI,Delivered
ZM109472,2024-12-19,2024,December,Delhi,Pizza Hub,South Indian,C10472,1,1254,134,28,968,180,Card,Cancelled
ZM109473,2026-01-30,2026,January,Kolkata,Roll Factory,Pizza,C10473,5,432,29,70,294,179,Cash,Delivered
ZM109474,2023-12-06,2023,December,Mumbai,BBQ Nation,BBQ,C10474,1,802,106,55,644,107,Cash,Delivered
ZM109475,2025-04-18,2025,April,Chennai,Chinese Wok,Rolls,C10475,3,778,42,27,546,217,Card,Delivered
ZM109476,2023-03-29,2023,March,Kolkata,Biryani House,Rolls,C10476,3,1335,61,30,1019,285,UPI,Delivered
ZM109477,2021-09-24,2021,September,Kolkata,South Spice,BBQ,C10477,3,434,55,49,348,80,UPI,Delivered
ZM109478,2023-07-06,2023,July,Mumbai,Chinese Wok,Chinese,C10478,3,1510,198,90,1054,348,Cash,Delivered
ZM109479,2026-05-17,2026,May,Mumbai,Pizza Hub,Rolls,C10479,1,1785,37,79,1334,493,UPI,Delivered
ZM109480,2021-09-03,2021,September,Delhi,Roll Factory,Biryani,C10480,3,967,132,61,657,239,Cash,Delivered
ZM109481,2025-01-03,2025,January,Chennai,BBQ Nation,Biryani,C10481,3,2005,73,29,1535,426,Card,Delivered
ZM109482,2024-10-23,2024,October,Chennai,Chinese Wok,South Indian,C10482,3,1245,126,20,1038,101,UPI,Delivered
ZM109483,2024-10-22,2024,October,Mumbai,Chinese Wok,Pizza,C10483,4,1353,183,84,839,415,Card,Delivered
ZM109484,2025-09-15,2025,September,Bangalore,BBQ Nation,BBQ,C10484,1,1094,104,81,916,155,Card,Cancelled
ZM109485,2023-02-11,2023,February,Delhi,Pizza Hub,Chinese,C10485,2,309,191,39,226,-69,UPI,Delivered
ZM109486,2020-07-11,2020,July,Kolkata,BBQ Nation,South Indian,C10486,5,967,110,20,601,276,Card,Delivered
ZM109487,2020-11-23,2020,November,Mumbai,Pizza Hub,South Indian,C10487,4,544,139,87,391,101,Cash,Delivered
ZM109488,2021-11-02,2021,November,Hyderabad,BBQ Nation,Chinese,C10488,4,946,108,99,615,322,Cash,Delivered
ZM109489,2026-03-25,2026,March,Chennai,South Spice,Burger,C10489,5,586,114,32,398,106,UPI,Cancelled
ZM109490,2024-06-04,2024,June,Chennai,BBQ Nation,BBQ,C10490,2,659,118,68,482,127,Card,Delivered
ZM109491,2025-07-21,2025,July,Hyderabad,BBQ Nation,Biryani,C10491,2,2278,98,98,1506,772,Cash,Delivered
ZM109492,2022-03-30,2022,March,Delhi,South Spice,Chinese,C10492,1,798,178,82,487,215,Card,Delivered
ZM109493,2025-04-11,2025,April,Pune,Pizza Hub,Pizza,C10493,4,815,148,86,622,131,Card,Delivered
ZM109494,2023-05-06,2023,May,Kolkata,Roll Factory,Rolls,C10494,4,1908,127,98,1228,651,Cash,Cancelled
ZM109495,2021-09-11,2021,September,Kolkata,Biryani House,Rolls,C10495,5,1979,87,90,1345,637,UPI,Cancelled
ZM109496,2025-01-14,2025,January,Kolkata,Biryani House,Rolls,C10496,2,705,19,41,494,233,Card,Delivered
ZM109497,2025-07-08,2025,July,Mumbai,Biryani House,South Indian,C10497,5,2267,104,64,1449,778,Cash,Cancelled
ZM109498,2021-09-21,2021,September,Mumbai,Chinese Wok,Pizza,C10498,4,1114,152,93,918,137,UPI,Cancelled
ZM109499,2025-12-26,2025,December,Pune,Biryani House,Biryani,C10499,3,1568,9,80,1163,476,Card,Cancelled
ZM109500,2024-04-17,2024,April,Chennai,Chinese Wok,South Indian,C10500,1,380,36,41,262,123,Cash,Delivered
ZM109501,2024-10-06,2024,October,Pune,South Spice,Rolls,C10501,5,2003,159,77,1322,599,Cash,Delivered
ZM109502,2023-01-19,2023,January,Bangalore,Roll Factory,Biryani,C10502,5,1472,82,92,1080,402,Cash,Delivered
ZM109503,2021-09-16,2021,September,Chennai,Roll Factory,Pizza,C10503,3,2293,39,38,1645,647,UPI,Delivered
ZM109504,2020-03-10,2020,March,Chennai,South Spice,Rolls,C10504,5,2392,72,30,2023,327,UPI,Delivered
ZM109505,2023-12-13,2023,December,Mumbai,Biryani House,Rolls,C10505,4,494,10,29,375,138,Card,Delivered
ZM109506,2025-08-17,2025,August,Kolkata,Biryani House,Chinese,C10506,5,407,96,25,312,24,Cash,Delivered
ZM109507,2022-01-08,2022,January,Pune,Roll Factory,BBQ,C10507,1,868,66,80,549,333,Cash,Delivered
ZM109508,2023-11-04,2023,November,Mumbai,Chinese Wok,BBQ,C10508,4,1406,150,56,895,417,UPI,Delivered
ZM109509,2022-04-15,2022,April,Bangalore,Burger Point,BBQ,C10509,5,1941,107,82,1240,676,Cash,Delivered
ZM109510,2023-03-22,2023,March,Mumbai,BBQ Nation,BBQ,C10510,1,1376,104,65,1134,203,UPI,Delivered
ZM109511,2026-05-22,2026,May,Kolkata,BBQ Nation,Pizza,C10511,3,313,179,49,234,-51,UPI,Delivered
ZM109512,2020-03-05,2020,March,Delhi,Biryani House,Pizza,C10512,3,662,158,75,551,28,Cash,Delivered
ZM109513,2023-08-10,2023,August,Hyderabad,Chinese Wok,Chinese,C10513,5,255,80,90,191,74,Cash,Cancelled
ZM109514,2024-06-22,2024,June,Bangalore,Pizza Hub,Chinese,C10514,1,2041,156,79,1465,499,UPI,Delivered
ZM109515,2023-03-12,2023,March,Chennai,South Spice,Pizza,C10515,4,699,51,25,583,90,Cash,Cancelled
ZM109516,2026-01-30,2026,January,Delhi,South Spice,Pizza,C10516,2,2083,160,36,1696,263,Card,Delivered
ZM109517,2021-03-22,2021,March,Chennai,Roll Factory,Pizza,C10517,1,2363,99,53,1418,899,UPI,Delivered
ZM109518,2025-05-27,2025,May,Mumbai,Pizza Hub,South Indian,C10518,2,2329,114,20,1494,741,Cash,Delivered
ZM109519,2025-05-07,2025,May,Bangalore,South Spice,Biryani,C10519,3,994,7,39,816,210,Cash,Delivered
ZM109520,2025-11-15,2025,November,Delhi,Biryani House,Pizza,C10520,4,2240,198,35,1798,279,Cash,Delivered
ZM109521,2021-09-06,2021,September,Pune,Chinese Wok,Pizza,C10521,3,1026,113,22,756,179,Card,Delivered
ZM109522,2020-06-15,2020,June,Chennai,BBQ Nation,Burger,C10522,5,1504,168,59,1263,132,Cash,Delivered
ZM109523,2023-01-26,2023,January,Mumbai,Roll Factory,Chinese,C10523,5,669,59,48,563,95,UPI,Cancelled
ZM109524,2023-12-01,2023,December,Hyderabad,Burger Point,BBQ,C10524,1,1549,97,40,1071,421,UPI,Delivered
ZM109525,2025-06-25,2025,June,Pune,Burger Point,Chinese,C10525,1,2037,125,97,1416,593,UPI,Delivered
ZM109526,2022-08-02,2022,August,Chennai,South Spice,Biryani,C10526,4,1943,184,75,1313,521,Cash,Delivered
ZM109527,2023-01-01,2023,January,Delhi,Roll Factory,Chinese,C10527,5,1833,161,59,1416,315,Card,Cancelled
ZM109528,2022-02-17,2022,February,Kolkata,Burger Point,Pizza,C10528,3,774,188,94,473,207,Card,Delivered
ZM109529,2024-11-01,2024,November,Mumbai,Pizza Hub,South Indian,C10529,4,346,198,38,229,-43,UPI,Delivered
ZM109530,2021-10-20,2021,October,Delhi,South Spice,Burger,C10530,2,2176,105,49,1313,807,UPI,Cancelled
ZM109531,2023-10-23,2023,October,Kolkata,South Spice,Rolls,C10531,1,576,105,83,473,81,Card,Delivered
ZM109532,2026-05-15,2026,May,Delhi,Pizza Hub,BBQ,C10532,5,445,8,59,311,185,Card,Cancelled
ZM109533,2021-12-16,2021,December,Mumbai,South Spice,Rolls,C10533,4,276,74,99,201,100,Card,Cancelled
ZM109534,2024-12-21,2024,December,Bangalore,Burger Point,South Indian,C10534,3,782,26,29,602,183,Card,Delivered
ZM109535,2022-04-14,2022,April,Pune,South Spice,BBQ,C10535,3,2247,193,72,1890,236,Card,Delivered
ZM109536,2024-12-28,2024,December,Chennai,Biryani House,BBQ,C10536,5,577,192,52,419,18,UPI,Cancelled
ZM109537,2023-09-04,2023,September,Pune,BBQ Nation,South Indian,C10537,5,1175,123,92,721,423,Card,Delivered
ZM109538,2025-02-06,2025,February,Pune,South Spice,South Indian,C10538,1,570,153,94,394,117,UPI,Delivered
ZM109539,2020-02-04,2020,February,Delhi,Roll Factory,South Indian,C10539,3,2376,41,77,1949,463,Cash,Delivered
ZM109540,2021-08-11,2021,August,Pune,South Spice,Chinese,C10540,3,1641,183,30,1145,343,Card,Cancelled
ZM109541,2026-03-07,2026,March,Chennai,South Spice,Burger,C10541,1,1781,198,32,1180,435,Card,Delivered
ZM109542,2025-06-01,2025,June,Mumbai,Burger Point,Biryani,C10542,5,907,60,68,547,368,Card,Delivered
ZM109543,2025-02-20,2025,February,Pune,Burger Point,Burger,C10543,5,615,65,85,444,191,UPI,Delivered
ZM109544,2021-12-31,2021,December,Bangalore,BBQ Nation,Burger,C10544,1,856,38,92,720,190,Cash,Delivered
ZM109545,2023-09-27,2023,September,Chennai,Biryani House,South Indian,C10545,2,285,55,88,233,85,UPI,Delivered
ZM109546,2025-12-12,2025,December,Pune,Chinese Wok,Biryani,C10546,2,2241,18,74,1797,500,Cash,Delivered
ZM109547,2021-04-02,2021,April,Delhi,Roll Factory,Burger,C10547,5,2105,170,76,1420,591,UPI,Cancelled
ZM109548,2023-12-04,2023,December,Chennai,BBQ Nation,Biryani,C10548,5,286,92,78,237,35,Cash,Cancelled
ZM109549,2020-05-15,2020,May,Pune,Pizza Hub,Chinese,C10549,2,1665,105,36,1024,572,Card,Cancelled
ZM109550,2023-07-25,2023,July,Delhi,Pizza Hub,Biryani,C10550,1,335,62,48,228,93,Cash,Cancelled
ZM109551,2022-01-22,2022,January,Chennai,Burger Point,BBQ,C10551,4,1616,9,70,1269,408,UPI,Cancelled
ZM109552,2022-08-31,2022,August,Kolkata,Burger Point,Burger,C10552,4,1219,148,49,836,284,Cash,Cancelled
ZM109553,2022-05-19,2022,May,Hyderabad,Pizza Hub,Rolls,C10553,4,1037,107,39,789,180,Card,Cancelled
ZM109554,2024-11-01,2024,November,Mumbai,BBQ Nation,BBQ,C10554,3,1253,128,88,785,428,UPI,Delivered
ZM109555,2021-09-10,2021,September,Bangalore,Pizza Hub,BBQ,C10555,4,578,109,96,419,146,Card,Delivered
ZM109556,2020-04-16,2020,April,Mumbai,BBQ Nation,Rolls,C10556,3,2121,122,42,1292,749,Cash,Cancelled
ZM109557,2021-03-21,2021,March,Bangalore,BBQ Nation,Chinese,C10557,4,1845,78,55,1484,338,UPI,Delivered
ZM109558,2021-04-24,2021,April,Chennai,Roll Factory,Pizza,C10558,3,1474,60,37,893,558,Cash,Delivered
ZM109559,2022-08-11,2022,August,Kolkata,BBQ Nation,Rolls,C10559,2,1822,61,98,1206,653,Cash,Delivered
ZM109560,2025-10-28,2025,October,Delhi,Burger Point,Pizza,C10560,1,392,24,27,302,93,UPI,Cancelled
ZM109561,2023-07-26,2023,July,Bangalore,BBQ Nation,Burger,C10561,2,2174,70,77,1385,796,UPI,Delivered
ZM109562,2020-12-31,2020,December,Delhi,Roll Factory,Chinese,C10562,3,1228,166,33,881,214,Cash,Delivered
ZM109563,2025-12-04,2025,December,Mumbai,Chinese Wok,Rolls,C10563,5,595,48,31,376,202,Cash,Delivered
ZM109564,2023-06-13,2023,June,Kolkata,BBQ Nation,Burger,C10564,4,1178,24,43,947,250,UPI,Delivered
ZM109565,2024-08-08,2024,August,Bangalore,Pizza Hub,Burger,C10565,5,782,44,65,599,204,Card,Delivered
ZM109566,2021-10-12,2021,October,Mumbai,Biryani House,Chinese,C10566,2,805,170,54,512,177,UPI,Delivered
ZM109567,2022-05-16,2022,May,Mumbai,Biryani House,South Indian,C10567,5,1351,197,35,1105,84,Card,Delivered
ZM109568,2021-01-19,2021,January,Bangalore,Biryani House,Chinese,C10568,5,1658,141,98,1258,357,Card,Cancelled
ZM109569,2020-04-16,2020,April,Mumbai,Pizza Hub,Burger,C10569,5,2121,118,81,1272,812,UPI,Delivered
ZM109570,2023-04-27,2023,April,Kolkata,South Spice,Biryani,C10570,4,426,26,68,348,120,UPI,Delivered
ZM109571,2022-09-24,2022,September,Hyderabad,Chinese Wok,Chinese,C10571,4,2376,128,49,1642,655,UPI,Delivered
ZM109572,2022-03-17,2022,March,Mumbai,Pizza Hub,Rolls,C10572,4,1184,4,71,812,439,UPI,Cancelled
ZM109573,2021-04-28,2021,April,Hyderabad,Pizza Hub,Biryani,C10573,1,733,113,50,523,147,UPI,Delivered
ZM109574,2022-09-28,2022,September,Kolkata,BBQ Nation,BBQ,C10574,3,1521,135,54,1241,199,Cash,Delivered
ZM109575,2022-02-25,2022,February,Mumbai,BBQ Nation,Rolls,C10575,1,682,12,69,517,222,UPI,Cancelled
ZM109576,2021-05-17,2021,May,Mumbai,Pizza Hub,Biryani,C10576,3,915,193,57,738,41,Cash,Delivered
ZM109577,2022-01-06,2022,January,Bangalore,Pizza Hub,Chinese,C10577,5,458,86,41,284,129,Card,Delivered
ZM109578,2023-10-08,2023,October,Mumbai,Burger Point,South Indian,C10578,3,1066,155,58,754,215,Cash,Delivered
ZM109579,2024-12-14,2024,December,Bangalore,BBQ Nation,Pizza,C10579,2,1723,3,31,1132,619,Card,Delivered
ZM109580,2024-02-28,2024,February,Bangalore,Biryani House,Biryani,C10580,3,1580,161,90,1066,443,Cash,Cancelled
ZM109581,2020-12-02,2020,December,Delhi,Burger Point,Burger,C10581,3,1130,51,44,808,315,Cash,Delivered
ZM109582,2022-07-26,2022,July,Delhi,Burger Point,South Indian,C10582,1,1976,117,64,1380,543,Cash,Delivered
ZM109583,2026-03-20,2026,March,Hyderabad,Pizza Hub,Pizza,C10583,1,1911,95,43,1338,521,UPI,Delivered
ZM109584,2025-09-16,2025,September,Chennai,Roll Factory,South Indian,C10584,4,2203,160,64,1821,286,Cash,Cancelled
ZM109585,2024-10-09,2024,October,Chennai,BBQ Nation,Biryani,C10585,1,1372,195,45,951,271,Cash,Cancelled
ZM109586,2023-04-27,2023,April,Bangalore,Burger Point,Biryani,C10586,1,2487,121,91,1857,600,Cash,Delivered
ZM109587,2025-11-11,2025,November,Hyderabad,Biryani House,Chinese,C10587,1,2000,193,51,1206,652,UPI,Delivered
ZM109588,2026-03-07,2026,March,Delhi,Chinese Wok,Chinese,C10588,1,713,80,94,586,141,Card,Delivered
ZM109589,2023-10-26,2023,October,Chennai,Chinese Wok,BBQ,C10589,4,1688,46,55,1174,523,UPI,Cancelled
ZM109590,2020-01-14,2020,January,Pune,Chinese Wok,South Indian,C10590,2,839,11,64,649,243,Cash,Delivered
ZM109591,2021-09-14,2021,September,Hyderabad,Biryani House,Chinese,C10591,1,1720,158,28,1062,528,Cash,Cancelled
ZM109592,2020-11-29,2020,November,Kolkata,South Spice,Biryani,C10592,1,1432,76,94,1144,306,UPI,Delivered
